"Distance [mm]","Ft [] - Time='0s'"
51.6875789298216,-10567.2634668259
51.8004339056509,-10398.3286830378
51.9132888814802,-10233.8447762667
52.0261438573095,-10066.0876092544
52.1389988331389,-9904.65190608417
52.2518538089682,-9740.86762165675
52.3647087847975,-9586.89082599549
52.4775637606268,-9436.94463027214
52.5904187364561,-9278.27368861284
52.7032737122854,-9133.43553531701
52.8161286881147,-8991.16182792603
52.928983663944,-8849.37091485324
53.0418386397733,-8715.53988496541
53.1546936156026,-8583.43224644109
53.2675485914319,-8457.82790938753
53.3804035672612,-8332.81579226578
53.4932585430905,-8214.46789917597
53.6061135189198,-8100.43994628507
53.7189684947491,-7989.03281224954
53.8318234705784,-7882.25030449796
53.9446784464077,-7783.69869053583
54.057533422237,-7690.44540454274
54.1703883980663,-7598.02528085895
54.2832433738956,-7510.80071138798
54.3960983497249,-7430.19255781863
54.5089533255543,-7351.6657183582
54.6218083013836,-7277.03741644699
54.7346632772129,-7208.1013697888
54.8475182530422,-7141.5481717386
54.9603732288715,-7082.51818801179
55.0732282047008,-7031.25236919839
55.1860831805301,-6980.53564903208
55.2989381563594,-6928.3333505351
55.4117931321887,-6881.21257450075
55.524648108018,-6851.32566456035
55.6375030838473,-6820.0711798594
55.7503580596766,-6783.86158905045
55.8632130355059,-6755.60351250802
55.9760680113352,-6730.82143241109
56.0889229871645,-6715.45189845196
56.2017779629938,-6704.66364703557
56.3146329388231,-6693.06496646121
56.4274879146524,-6688.34900339659
56.5403428904817,-6690.31431794528
56.653197866311,-6696.16276011932
56.7660528421404,-6695.81377024867
56.8789078179697,-6709.69466510899
56.991762793799,-6728.77547735073
57.1046177696283,-6744.64455580466
57.2174727454576,-6771.22574682803
57.3303277212869,-6803.26633401513
57.4431826971162,-6832.49669004932
57.5560376729455,-6869.44231988287
57.6688926487748,-6905.39370971492
57.7817476246041,-6951.31289996494
57.8946026004334,-6997.19750079407
58.0074575762627,-7045.895854115
58.120312552092,-7097.74785026868
58.2331675279213,-7156.21693113856
58.3460225037506,-7207.38170873498
58.4588774795799,-7272.55880284375
58.5717324554092,-7336.45421987651
58.6845874312385,-7402.88427107436
58.7974424070678,-7472.04184125866
58.9102973828971,-7542.91870134094
59.0231523587264,-7613.55966803121
59.1360073345558,-7686.04934212523
59.2488623103851,-7763.85877361094
59.3617172862144,-7838.74671332802
59.4745722620437,-7921.35793645057
59.587427237873,-7989.87142599794
59.7002822137023,-8069.3264889818
59.8131371895316,-8150.42891868964
59.9259921653609,-8218.72571215002
60.0388471411902,-8302.89164854496
60.1517021170195,-8369.93576207918
60.2645570928488,-8441.79785526806
60.3774120686781,-8515.05419421568
60.4902670445074,-8574.24056099296
